1.82352941176471	680	14.42466	0.091152	3.798	0.012	2200
1.79710144927536	690	14.318535	0.083248	3.784	0.011	2040
1.77142857142857	700	14.227863	0.082984	3.772	0.011	1890
1.74647887323944	710	14.129981	0.07518	3.759	0.01	1780
1.72222222222222	720	14.047404	0.07496	3.748	0.01	1680
1.6986301369863	730	13.965088	0.067266	3.737	0.009	1540
1.67567567567568	740	13.890465	0.059632	3.727	0.008	1420
1.65333333333333	750	13.816025	0.059472	3.717	0.008	1310
1.63157894736842	760	13.749215	0.051912	3.708	0.007	1190
1.61038961038961	770	13.682552	0.051786	3.699	0.007	1100
1.58974358974359	780	13.623445	0.044292	3.691	0.006	1030
1.56962025316456	790	13.564453	0.044196	3.683	0.006	928
1.55	800	13.5056	0.03675	3.675	0.005	850
1.53086419753086	810	13.454199	0.03668	3.668	0.005	775
1.51219512195122	820	13.402896	0.03661	3.661	0.005	707
1.49397590361446	830	13.3517	0.029232	3.654	0.004	647
1.47619047619048	840	13.300593	0.029176	3.647	0.004	590
1.45882352941176	850	13.256865	0.029128	3.641	0.004	534
1.44186046511628	860	13.213216	0.02181	3.635	0.003	479
1.42528735632184	870	13.176891	0.02178	3.63	0.003	431
1.40909090909091	880	13.133367	0.021744	3.624	0.003	383
1.39325842696629	890	13.097157	0.014476	3.619	0.002	343
1.37777777777778	900	13.060992	0.014456	3.614	0.002	303
1.36263736263736	910	13.024877	0.014436	3.609	0.002	271
1.34782608695652	920	12.988812	0.014416	3.604	0.002	240
1.33333333333333	930	12.959996	0.0144	3.6	0.002	209
1.31914893617021	940	12.924024	0.00719	3.595	1E-3	183
1.30526315789474	950	12.89528	0.007182	3.591	1E-3	156
1.29166666666667	960	12.866568	0.007174	3.587	1E-3	134
1.27835051546392	970	12.837888	0.007166	3.583	1E-3	113
1.26530612244898	980	12.80924	0.007158	3.579	1E-3	96
1.25252525252525	990	12.780624	0.00715	3.575	1E-3	79
1.24	1000	12.759183	0.007144	3.572	1E-3	64
1.22772277227723	1010	12.730624	0	3.568	0	51.1
1.2156862745098	1020	12.709225	0	3.565	0	39.9
1.20388349514563	1030	12.687844	0	3.562	0	30.2
1.19230769230769	1040	12.666481	0	3.559	0	22.6
1.18095238095238	1050	12.645136	0	3.556	0	16.3
1.16981132075472	1060	12.623809	0	3.553	0	11.1
1.1588785046729	1070	12.6025	0	3.55	0	8
1.14814814814815	1080	12.581209	0	3.547	0	6.2
1.13761467889908	1090	12.567025	0	3.545	0	4.7
1.12727272727273	1100	12.545764	0	3.542	0	3.5
1.11711711711712	1110	12.5316	0	3.54	0	2.7
1.10714285714286	1120	12.510369	0	3.537	0	2
1.09734513274336	1130	12.496225	0	3.535	0	1.5
1.08771929824561	1140	12.475024	0	3.532	0	1
1.07826086956522	1150	12.4609	0	3.53	0	0.68
1.06896551724138	1160	12.446784	0	3.528	0	0.42
1.05982905982906	1170	12.432676	0	3.526	0	0.22
1.05084745762712	1180	12.418576	0	3.524	0	0.065
1.04201680672269	1190	12.404484	0	3.522	0	0.036
1.03333333333333	1200	12.3904	0	3.52	0	0.022
1.02479338842975	1210	12.376324	0	3.518	0	0.013
1.01639344262295	1220	12.369289	0	3.517	0	0.0082
1.00813008130081	1230	12.355225	0	3.515	0	0.0047
1	1240	12.341169	0	3.513	0	0.0024
0.992	1250	12.327121	0	3.511	0	1E-3
0.984126984126984	1260	12.313081	0	3.509	0	3.6E-4
0.976377952755906	1270	12.306064	0	3.508	0	2E-4
0.96875	1280	12.292036	0	3.506	0	1.2E-4
0.961240310077519	1290	12.285025	0	3.505	0	7.1E-5
0.953846153846154	1300	12.271009	0	3.503	0	4.5E-5
0.946564885496183	1310	12.264004	0	3.502	0	2.7E-5
0.939393939393939	1320	12.25	0	3.5	0	1.6E-5
0.932330827067669	1330	12.243001	0	3.499	0	8E-6
0.925373134328358	1340	12.229009	0	3.497	0	3.5E-6
0.918518518518519	1350	12.222016	0	3.496	0	1.7E-6
0.911764705882353	1360	12.215025	0	3.495	0	9.5E-7
0.905109489051095	1370	12.208036	0	3.494	0	6E-7
0.898550724637681	1380	12.194064	0	3.492	0	3.8E-7
0.892086330935252	1390	12.187081	0	3.491	0	2.3E-7
0.885714285714286	1400	12.1801	0	3.49	0	1.4E-7
0.879432624113475	1410	12.173121	0	3.489	0	8.5E-8
0.873239436619718	1420	12.166144	0	3.488	0	5E-8
0.867132867132867	1430	12.159169	0	3.487	0	2.5E-8
0.861111111111111	1440	12.152196	0	3.486	0	1.8E-8
0.855172413793103	1450	12.145225	0	3.485	0	1.2E-8
