4.96	250	-10.66	12.20445	1.665	3.665	1840000
4.76923076923077	260	-13.592007	14.351176	1.757	4.084	1970000
4.59259259259259	270	-17.625776	19.35648	2.068	4.68	2180000
4.42857142857143	280	-19.196688	31.288466	2.959	5.287	2370000
4.27586206896552	290	-8.96706	46.051632	4.356	5.286	2290000
4.13333333333333	300	6.83382	42.136768	4.976	4.234	1770000
4	310	13.279037	36.850716	5.121	3.598	1460000
3.875	320	15.222735	33.769872	5.112	3.303	1300000
3.75757575757576	330	17.378025	32.209	5.195	3.1	1180000
3.64705882352941	340	19.238072	31.562154	5.301	2.977	1100000
3.54285714285714	350	21.552192	32.282744	5.494	2.938	1060000
3.44444444444444	360	27.51552	35.746232	6.026	2.966	1040000
3.35135135135135	370	42.77264	29.920722	6.891	2.171	737000
3.26315789473684	380	42.87654	12.517472	6.616	0.946	313000
3.17948717948718	390	36.271496	5.37471	6.039	0.445	143000
3.1	400	31.418153	3.322896	5.613	0.296	93000
3.02439024390244	410	28.357371	2.41982	5.33	0.227	69500
2.95238095238095	420	26.173185	1.801888	5.119	0.176	52700
2.88372093023256	430	24.473557	1.365924	4.949	0.138	40200
2.81818181818182	440	23.143895	1.029768	4.812	0.107	30700
2.75555555555556	450	21.998085	0.806852	4.691	0.086	24100
2.69565217391304	460	21.035528	0.651354	4.587	0.071	19500
2.63829787234043	470	20.219165	0.557628	4.497	0.062	16600
2.58333333333333	480	19.524536	0.48609	4.419	0.055	14400
2.53061224489796	490	18.920099	0.4263	4.35	0.049	12600
2.48	500	18.4365	0.377872	4.294	0.044	11100
2.43137254901961	510	17.98456	0.330798	4.241	0.039	9700
2.38461538461538	520	17.579953	0.301896	4.193	0.036	8800
2.33962264150943	530	17.229712	0.273966	4.151	0.033	7850
2.2962962962963	540	16.907644	0.24672	4.112	0.03	7050
2.25454545454545	550	16.621145	0.228312	4.077	0.028	6390
2.21428571428571	560	16.361349	0.21034	4.045	0.026	5780
2.17543859649123	570	16.119649	0.19272	4.015	0.024	5320
2.13793103448276	580	15.903615	0.183448	3.988	0.023	4880
2.10169491525424	590	15.704928	0.166446	3.963	0.021	4490
2.06666666666667	600	15.5232	0.1576	3.94	0.02	4175
2.0327868852459	610	15.3504	0.141048	3.918	0.018	3800
2	620	15.194115	0.132532	3.898	0.017	3520
1.96825396825397	630	15.046385	0.124128	3.879	0.016	3280
1.9375	640	14.907096	0.11583	3.861	0.015	3030
1.90769230769231	650	14.77614	0.107632	3.844	0.014	2790
1.87878787878788	660	14.653415	0.099528	3.828	0.013	2570
1.85074626865672	670	14.5388	0.099138	3.813	0.013	2390
