1.000 	 0.000 	 0.833 	 33.364 	 0.902 	 25.050
1.135 	 0.000 	 0.832 	 33.877 	 0.901 	 25.382
1.289 	 0.000 	 0.830 	 34.370 	 0.900 	 25.696
1.463 	 0.000 	 0.829 	 34.844 	 0.900 	 25.992
1.661 	 0.000 	 0.828 	 35.300 	 0.899 	 26.271
1.886 	 0.000 	 0.826 	 35.737 	 0.899 	 26.534
2.141 	 0.000 	 0.824 	 36.156 	 0.898 	 26.781
2.431 	 0.000 	 0.823 	 36.559 	 0.898 	 27.013
2.759 	 0.000 	 0.821 	 36.946 	 0.898 	 27.230
3.133 	 0.000 	 0.819 	 37.318 	 0.897 	 27.433
3.556 	 0.000 	 0.817 	 37.674 	 0.897 	 27.623
4.038 	 0.000 	 0.815 	 38.017 	 0.897 	 27.801
4.584 	 0.000 	 0.814 	 38.347 	 0.896 	 27.967
5.204 	 0.000 	 0.812 	 38.664 	 0.896 	 28.122
5.908 	 0.000 	 0.810 	 38.969 	 0.896 	 28.266
6.707 	 0.000 	 0.808 	 39.262 	 0.896 	 28.400
7.614 	 0.000 	 0.806 	 39.545 	 0.895 	 28.524
8.644 	 0.000 	 0.804 	 39.818 	 0.895 	 28.639
9.814 	 0.000 	 0.801 	 40.081 	 0.895 	 28.746
11.141 	 0.000 	 0.799 	 40.334 	 0.895 	 28.844
12.649 	 0.000 	 0.797 	 40.579 	 0.894 	 28.935
14.360 	 0.000 	 0.795 	 40.816 	 0.894 	 29.018
16.302 	 0.000 	 0.793 	 41.044 	 0.894 	 29.094
18.507 	 0.000 	 0.791 	 41.265 	 0.894 	 29.163
21.011 	 0.000 	 0.789 	 41.478 	 0.893 	 29.225
23.853 	 0.000 	 0.787 	 41.684 	 0.893 	 29.281
27.080 	 0.000 	 0.784 	 41.883 	 0.893 	 29.330
30.744 	 0.000 	 0.782 	 42.075 	 0.892 	 29.374
34.903 	 0.000 	 0.780 	 42.261 	 0.892 	 29.411
39.624 	 0.000 	 0.778 	 42.440 	 0.892 	 29.443
44.984 	 0.000 	 0.776 	 42.612 	 0.891 	 29.468
51.070 	 0.000 	 0.774 	 42.778 	 0.891 	 29.489
57.978 	 0.000 	 0.771 	 42.938 	 0.891 	 29.503
65.821 	 0.000 	 0.769 	 43.092 	 0.890 	 29.512
74.726 	 0.000 	 0.767 	 43.239 	 0.890 	 29.515
84.834 	 0.000 	 0.765 	 43.381 	 0.889 	 29.514
96.310 	 0.000 	 0.763 	 43.516 	 0.889 	 29.507
109.339 	 0.000 	 0.761 	 43.646 	 0.889 	 29.494
124.130 	 0.000 	 0.758 	 43.771 	 0.888 	 29.477
140.922 	 0.000 	 0.756 	 43.890 	 0.888 	 29.455
159.986 	 0.000 	 0.754 	 44.004 	 0.887 	 29.428
181.628 	 0.000 	 0.752 	 44.113 	 0.887 	 29.397
206.199 	 0.000 	 0.749 	 44.217 	 0.886 	 29.361
234.093 	 0.000 	 0.747 	 44.317 	 0.885 	 29.320
265.760 	 0.000 	 0.745 	 44.413 	 0.885 	 29.276
301.711 	 0.000 	 0.743 	 44.505 	 0.884 	 29.228
342.526 	 0.000 	 0.741 	 44.593 	 0.883 	 29.176
388.862 	 0.000 	 0.738 	 44.678 	 0.883 	 29.121
441.467 	 0.000 	 0.736 	 44.760 	 0.882 	 29.062
501.187 	 0.000 	 0.734 	 44.839 	 0.881 	 29.000
