1.000 	 0.100 	 0.828 	 33.364 	 0.884 	 24.434
1.000 	 0.144 	 0.828 	 33.364 	 0.883 	 24.399
1.000 	 0.207 	 0.828 	 33.364 	 0.882 	 24.349
1.000 	 0.298 	 0.827 	 33.364 	 0.880 	 24.282
1.000 	 0.428 	 0.826 	 33.364 	 0.878 	 24.192
1.000 	 0.616 	 0.825 	 33.364 	 0.875 	 24.076
1.000 	 0.886 	 0.823 	 33.364 	 0.871 	 23.930
1.000 	 1.274 	 0.821 	 33.364 	 0.867 	 23.754
1.000 	 1.833 	 0.817 	 33.364 	 0.863 	 23.549
1.000 	 2.637 	 0.813 	 33.364 	 0.860 	 23.320
1.000 	 3.793 	 0.807 	 33.364 	 0.857 	 23.071
1.000 	 5.456 	 0.799 	 33.364 	 0.856 	 22.808
1.000 	 7.848 	 0.790 	 33.363 	 0.855 	 22.533
1.000 	 11.288 	 0.781 	 33.363 	 0.854 	 22.250
1.000 	 16.238 	 0.771 	 33.363 	 0.853 	 21.962
1.000 	 23.357 	 0.762 	 33.363 	 0.853 	 21.669
1.000 	 33.598 	 0.752 	 33.362 	 0.852 	 21.374
1.000 	 48.329 	 0.742 	 33.362 	 0.851 	 21.077
1.000 	 69.519 	 0.733 	 33.361 	 0.850 	 20.779
1.000 	 100.000 	 0.723 	 33.359 	 0.849 	 20.479
1.387 	 0.100 	 0.824 	 34.647 	 0.883 	 25.201
1.387 	 0.144 	 0.823 	 34.647 	 0.882 	 25.171
1.387 	 0.207 	 0.823 	 34.647 	 0.881 	 25.130
1.387 	 0.298 	 0.822 	 34.647 	 0.880 	 25.073
1.387 	 0.428 	 0.822 	 34.647 	 0.878 	 24.996
1.387 	 0.616 	 0.821 	 34.647 	 0.875 	 24.894
1.387 	 0.886 	 0.819 	 34.647 	 0.872 	 24.764
1.387 	 1.274 	 0.817 	 34.647 	 0.869 	 24.604
1.387 	 1.833 	 0.814 	 34.647 	 0.865 	 24.412
1.387 	 2.637 	 0.810 	 34.647 	 0.862 	 24.193
1.387 	 3.793 	 0.805 	 34.647 	 0.859 	 23.950
1.387 	 5.456 	 0.798 	 34.647 	 0.857 	 23.687
1.387 	 7.848 	 0.790 	 34.646 	 0.855 	 23.410
1.387 	 11.288 	 0.781 	 34.646 	 0.854 	 23.123
1.387 	 16.238 	 0.772 	 34.646 	 0.854 	 22.828
1.387 	 23.357 	 0.762 	 34.645 	 0.853 	 22.528
1.387 	 33.598 	 0.753 	 34.645 	 0.852 	 22.223
1.387 	 48.329 	 0.743 	 34.644 	 0.851 	 21.916
1.387 	 69.519 	 0.734 	 34.642 	 0.850 	 21.607
1.387 	 100.000 	 0.724 	 34.640 	 0.849 	 21.296
1.924 	 0.100 	 0.818 	 35.804 	 0.882 	 25.847
1.924 	 0.144 	 0.818 	 35.804 	 0.881 	 25.822
1.924 	 0.207 	 0.818 	 35.804 	 0.881 	 25.788
1.924 	 0.298 	 0.818 	 35.804 	 0.879 	 25.741
1.924 	 0.428 	 0.817 	 35.804 	 0.878 	 25.676
1.924 	 0.616 	 0.816 	 35.804 	 0.876 	 25.590
1.924 	 0.886 	 0.815 	 35.804 	 0.873 	 25.477
1.924 	 1.274 	 0.813 	 35.804 	 0.870 	 25.334
1.924 	 1.833 	 0.811 	 35.804 	 0.867 	 25.160
1.924 	 2.637 	 0.807 	 35.804 	 0.863 	 24.955
1.924 	 3.793 	 0.803 	 35.804 	 0.860 	 24.722
1.924 	 5.456 	 0.797 	 35.804 	 0.858 	 24.466
1.924 	 7.848 	 0.789 	 35.803 	 0.856 	 24.191
1.924 	 11.288 	 0.781 	 35.803 	 0.855 	 23.903
1.924 	 16.238 	 0.772 	 35.803 	 0.854 	 23.604
1.924 	 23.357 	 0.763 	 35.802 	 0.853 	 23.298
1.924 	 33.598 	 0.753 	 35.801 	 0.852 	 22.987
1.924 	 48.329 	 0.744 	 35.799 	 0.851 	 22.671
1.924 	 69.519 	 0.734 	 35.797 	 0.850 	 22.353
1.924 	 100.000 	 0.725 	 35.794 	 0.849 	 22.032
2.669 	 0.100 	 0.813 	 36.846 	 0.880 	 26.381
2.669 	 0.144 	 0.813 	 36.846 	 0.880 	 26.362
2.669 	 0.207 	 0.813 	 36.846 	 0.879 	 26.334
2.669 	 0.298 	 0.812 	 36.846 	 0.878 	 26.296
2.669 	 0.428 	 0.812 	 36.846 	 0.877 	 26.243
2.669 	 0.616 	 0.811 	 36.846 	 0.876 	 26.171
2.669 	 0.886 	 0.810 	 36.846 	 0.873 	 26.075
2.669 	 1.274 	 0.809 	 36.846 	 0.871 	 25.951
2.669 	 1.833 	 0.807 	 36.846 	 0.868 	 25.797
2.669 	 2.637 	 0.804 	 36.845 	 0.865 	 25.610
2.669 	 3.793 	 0.800 	 36.845 	 0.862 	 25.392
2.669 	 5.456 	 0.795 	 36.845 	 0.859 	 25.148
2.669 	 7.848 	 0.788 	 36.845 	 0.857 	 24.880
2.669 	 11.288 	 0.781 	 36.844 	 0.855 	 24.595
2.669 	 16.238 	 0.772 	 36.844 	 0.854 	 24.296
2.669 	 23.357 	 0.763 	 36.843 	 0.853 	 23.987
2.669 	 33.598 	 0.754 	 36.841 	 0.852 	 23.671
2.669 	 48.329 	 0.744 	 36.839 	 0.851 	 23.349
2.669 	 69.519 	 0.735 	 36.836 	 0.850 	 23.023
2.669 	 100.000 	 0.726 	 36.832 	 0.849 	 22.694
3.702 	 0.100 	 0.808 	 37.784 	 0.879 	 26.817
3.702 	 0.144 	 0.808 	 37.784 	 0.878 	 26.801
3.702 	 0.207 	 0.807 	 37.784 	 0.878 	 26.779
3.702 	 0.298 	 0.807 	 37.784 	 0.877 	 26.749
3.702 	 0.428 	 0.807 	 37.784 	 0.876 	 26.706
3.702 	 0.616 	 0.806 	 37.784 	 0.875 	 26.647
3.702 	 0.886 	 0.805 	 37.784 	 0.873 	 26.568
3.702 	 1.274 	 0.804 	 37.784 	 0.871 	 26.463
3.702 	 1.833 	 0.802 	 37.784 	 0.869 	 26.329
3.702 	 2.637 	 0.800 	 37.783 	 0.866 	 26.164
3.702 	 3.793 	 0.797 	 37.783 	 0.863 	 25.966
3.702 	 5.456 	 0.792 	 37.783 	 0.860 	 25.737
3.702 	 7.848 	 0.786 	 37.782 	 0.858 	 25.481
3.702 	 11.288 	 0.779 	 37.782 	 0.856 	 25.203
3.702 	 16.238 	 0.772 	 37.781 	 0.855 	 24.908
3.702 	 23.357 	 0.763 	 37.779 	 0.853 	 24.600
3.702 	 33.598 	 0.754 	 37.778 	 0.852 	 24.281
3.702 	 48.329 	 0.745 	 37.775 	 0.851 	 23.955
3.702 	 69.519 	 0.736 	 37.771 	 0.850 	 23.624
3.702 	 100.000 	 0.726 	 37.765 	 0.849 	 23.288
5.135 	 0.100 	 0.802 	 38.630 	 0.877 	 27.164
5.135 	 0.144 	 0.802 	 38.630 	 0.876 	 27.152
5.135 	 0.207 	 0.802 	 38.630 	 0.876 	 27.135
5.135 	 0.298 	 0.802 	 38.630 	 0.875 	 27.110
5.135 	 0.428 	 0.801 	 38.630 	 0.875 	 27.076
5.135 	 0.616 	 0.801 	 38.630 	 0.874 	 27.029
5.135 	 0.886 	 0.800 	 38.630 	 0.873 	 26.965
5.135 	 1.274 	 0.799 	 38.630 	 0.871 	 26.879
5.135 	 1.833 	 0.798 	 38.630 	 0.869 	 26.766
5.135 	 2.637 	 0.796 	 38.630 	 0.866 	 26.623
5.135 	 3.793 	 0.793 	 38.629 	 0.864 	 26.447
5.135 	 5.456 	 0.789 	 38.629 	 0.861 	 26.238
5.135 	 7.848 	 0.784 	 38.628 	 0.859 	 25.999
5.135 	 11.288 	 0.778 	 38.628 	 0.857 	 25.734
5.135 	 16.238 	 0.771 	 38.626 	 0.855 	 25.447
5.135 	 23.357 	 0.762 	 38.624 	 0.854 	 25.142
5.135 	 33.598 	 0.754 	 38.622 	 0.853 	 24.824
5.135 	 48.329 	 0.745 	 38.618 	 0.852 	 24.497
5.135 	 69.519 	 0.736 	 38.613 	 0.850 	 24.161
5.135 	 100.000 	 0.727 	 38.605 	 0.849 	 23.820
7.122 	 0.100 	 0.796 	 39.397 	 0.874 	 27.433
7.122 	 0.144 	 0.796 	 39.397 	 0.874 	 27.424
7.122 	 0.207 	 0.796 	 39.397 	 0.874 	 27.411
7.122 	 0.298 	 0.796 	 39.397 	 0.874 	 27.392
7.122 	 0.428 	 0.796 	 39.396 	 0.873 	 27.365
7.122 	 0.616 	 0.795 	 39.396 	 0.872 	 27.328
7.122 	 0.886 	 0.795 	 39.396 	 0.871 	 27.277
7.122 	 1.274 	 0.794 	 39.396 	 0.870 	 27.207
7.122 	 1.833 	 0.793 	 39.396 	 0.868 	 27.114
7.122 	 2.637 	 0.791 	 39.396 	 0.866 	 26.994
7.122 	 3.793 	 0.788 	 39.395 	 0.864 	 26.842
7.122 	 5.456 	 0.785 	 39.395 	 0.862 	 26.657
7.122 	 7.848 	 0.781 	 39.394 	 0.859 	 26.438
7.122 	 11.288 	 0.776 	 39.393 	 0.857 	 26.190
7.122 	 16.238 	 0.769 	 39.391 	 0.855 	 25.915
7.122 	 23.357 	 0.762 	 39.389 	 0.854 	 25.619
7.122 	 33.598 	 0.753 	 39.385 	 0.853 	 25.306
7.122 	 48.329 	 0.745 	 39.380 	 0.852 	 24.979
7.122 	 69.519 	 0.736 	 39.373 	 0.851 	 24.642
7.122 	 100.000 	 0.727 	 39.362 	 0.849 	 24.297
9.880 	 0.100 	 0.790 	 40.092 	 0.872 	 27.635
9.880 	 0.144 	 0.790 	 40.092 	 0.872 	 27.628
9.880 	 0.207 	 0.790 	 40.092 	 0.872 	 27.618
9.880 	 0.298 	 0.790 	 40.092 	 0.872 	 27.603
9.880 	 0.428 	 0.790 	 40.092 	 0.871 	 27.583
9.880 	 0.616 	 0.789 	 40.092 	 0.871 	 27.554
9.880 	 0.886 	 0.789 	 40.092 	 0.870 	 27.514
9.880 	 1.274 	 0.788 	 40.092 	 0.869 	 27.458
9.880 	 1.833 	 0.787 	 40.092 	 0.868 	 27.384
9.880 	 2.637 	 0.786 	 40.091 	 0.866 	 27.284
9.880 	 3.793 	 0.784 	 40.091 	 0.864 	 27.156
9.880 	 5.456 	 0.781 	 40.090 	 0.862 	 26.996
9.880 	 7.848 	 0.778 	 40.089 	 0.860 	 26.802
9.880 	 11.288 	 0.773 	 40.087 	 0.858 	 26.575
9.880 	 16.238 	 0.767 	 40.085 	 0.856 	 26.318
9.880 	 23.357 	 0.760 	 40.082 	 0.854 	 26.034
9.880 	 33.598 	 0.753 	 40.077 	 0.853 	 25.729
9.880 	 48.329 	 0.744 	 40.071 	 0.852 	 25.407
9.880 	 69.519 	 0.736 	 40.061 	 0.851 	 25.071
9.880 	 100.000 	 0.727 	 40.048 	 0.849 	 24.724
13.704 	 0.100 	 0.784 	 40.726 	 0.870 	 27.777
13.704 	 0.144 	 0.784 	 40.726 	 0.870 	 27.772
13.704 	 0.207 	 0.784 	 40.726 	 0.870 	 27.764
