1.000 	 0.000 	 0.833 	 33.364 	 0.902 	 25.050
1.065 	 0.000 	 0.832 	 33.620 	 0.901 	 25.217
1.134 	 0.000 	 0.832 	 33.872 	 0.901 	 25.379
1.207 	 0.000 	 0.831 	 34.119 	 0.901 	 25.537
1.286 	 0.000 	 0.830 	 34.360 	 0.900 	 25.690
1.369 	 0.000 	 0.830 	 34.598 	 0.900 	 25.839
1.458 	 0.000 	 0.829 	 34.830 	 0.900 	 25.984
1.552 	 0.000 	 0.828 	 35.058 	 0.899 	 26.124
1.653 	 0.000 	 0.828 	 35.282 	 0.899 	 26.260
1.760 	 0.000 	 0.827 	 35.501 	 0.899 	 26.393
1.874 	 0.000 	 0.826 	 35.715 	 0.899 	 26.521
1.995 	 0.000 	 0.825 	 35.925 	 0.899 	 26.646
2.125 	 0.000 	 0.825 	 36.132 	 0.898 	 26.766
2.262 	 0.000 	 0.824 	 36.333 	 0.898 	 26.883
2.409 	 0.000 	 0.823 	 36.531 	 0.898 	 26.997
2.565 	 0.000 	 0.822 	 36.725 	 0.898 	 27.106
2.731 	 0.000 	 0.821 	 36.916 	 0.898 	 27.213
2.908 	 0.000 	 0.820 	 37.102 	 0.898 	 27.316
3.097 	 0.000 	 0.819 	 37.284 	 0.897 	 27.415
3.297 	 0.000 	 0.818 	 37.464 	 0.897 	 27.512
3.511 	 0.000 	 0.818 	 37.639 	 0.897 	 27.605
3.739 	 0.000 	 0.817 	 37.811 	 0.897 	 27.695
3.981 	 0.000 	 0.816 	 37.980 	 0.897 	 27.782
4.239 	 0.000 	 0.815 	 38.145 	 0.897 	 27.866
4.514 	 0.000 	 0.814 	 38.308 	 0.896 	 27.948
4.806 	 0.000 	 0.813 	 38.467 	 0.896 	 28.026
5.118 	 0.000 	 0.812 	 38.623 	 0.896 	 28.102
5.450 	 0.000 	 0.811 	 38.776 	 0.896 	 28.175
5.803 	 0.000 	 0.810 	 38.926 	 0.896 	 28.246
6.179 	 0.000 	 0.809 	 39.074 	 0.896 	 28.314
6.579 	 0.000 	 0.808 	 39.218 	 0.896 	 28.380
7.006 	 0.000 	 0.807 	 39.361 	 0.896 	 28.444
7.460 	 0.000 	 0.806 	 39.500 	 0.895 	 28.505
7.943 	 0.000 	 0.805 	 39.637 	 0.895 	 28.564
8.458 	 0.000 	 0.804 	 39.772 	 0.895 	 28.620
9.006 	 0.000 	 0.803 	 39.904 	 0.895 	 28.675
9.590 	 0.000 	 0.802 	 40.034 	 0.895 	 28.727
10.212 	 0.000 	 0.801 	 40.161 	 0.895 	 28.778
10.873 	 0.000 	 0.800 	 40.286 	 0.895 	 28.826
11.578 	 0.000 	 0.799 	 40.409 	 0.895 	 28.873
12.328 	 0.000 	 0.798 	 40.530 	 0.894 	 28.917
13.127 	 0.000 	 0.797 	 40.649 	 0.894 	 28.960
13.978 	 0.000 	 0.796 	 40.766 	 0.894 	 29.001
14.884 	 0.000 	 0.795 	 40.881 	 0.894 	 29.040
15.849 	 0.000 	 0.794 	 40.994 	 0.894 	 29.077
16.876 	 0.000 	 0.792 	 41.105 	 0.894 	 29.113
17.970 	 0.000 	 0.791 	 41.214 	 0.894 	 29.147
19.135 	 0.000 	 0.790 	 41.321 	 0.893 	 29.180
20.375 	 0.000 	 0.789 	 41.427 	 0.893 	 29.210
21.695 	 0.000 	 0.788 	 41.531 	 0.893 	 29.240
23.101 	 0.000 	 0.787 	 41.633 	 0.893 	 29.267
24.599 	 0.000 	 0.786 	 41.733 	 0.893 	 29.293
26.193 	 0.000 	 0.785 	 41.831 	 0.893 	 29.318
27.890 	 0.000 	 0.784 	 41.928 	 0.893 	 29.341
29.698 	 0.000 	 0.783 	 42.024 	 0.892 	 29.362
31.623 	 0.000 	 0.782 	 42.117 	 0.892 	 29.383
33.672 	 0.000 	 0.781 	 42.209 	 0.892 	 29.401
35.855 	 0.000 	 0.780 	 42.299 	 0.892 	 29.418
38.178 	 0.000 	 0.779 	 42.388 	 0.892 	 29.434
40.653 	 0.000 	 0.778 	 42.475 	 0.892 	 29.448
43.288 	 0.000 	 0.776 	 42.561 	 0.891 	 29.461
46.093 	 0.000 	 0.775 	 42.644 	 0.891 	 29.473
49.081 	 0.000 	 0.774 	 42.727 	 0.891 	 29.483
52.261 	 0.000 	 0.773 	 42.808 	 0.891 	 29.492
55.649 	 0.000 	 0.772 	 42.887 	 0.891 	 29.499
59.255 	 0.000 	 0.771 	 42.965 	 0.891 	 29.505
63.096 	 0.000 	 0.770 	 43.041 	 0.890 	 29.510
67.185 	 0.000 	 0.769 	 43.116 	 0.890 	 29.513
71.539 	 0.000 	 0.768 	 43.189 	 0.890 	 29.515
76.176 	 0.000 	 0.767 	 43.261 	 0.890 	 29.516
81.113 	 0.000 	 0.766 	 43.331 	 0.890 	 29.515
86.370 	 0.000 	 0.765 	 43.400 	 0.889 	 29.513
91.968 	 0.000 	 0.764 	 43.468 	 0.889 	 29.510
97.928 	 0.000 	 0.762 	 43.534 	 0.889 	 29.505
104.275 	 0.000 	 0.761 	 43.598 	 0.889 	 29.500
111.034 	 0.000 	 0.760 	 43.662 	 0.888 	 29.493
118.230 	 0.000 	 0.759 	 43.723 	 0.888 	 29.484
125.893 	 0.000 	 0.758 	 43.784 	 0.888 	 29.475
134.052 	 0.000 	 0.757 	 43.843 	 0.888 	 29.464
142.740 	 0.000 	 0.756 	 43.901 	 0.888 	 29.453
151.991 	 0.000 	 0.755 	 43.958 	 0.887 	 29.440
161.842 	 0.000 	 0.754 	 44.014 	 0.887 	 29.425
172.331 	 0.000 	 0.753 	 44.068 	 0.887 	 29.410
183.500 	 0.000 	 0.752 	 44.121 	 0.886 	 29.394
195.393 	 0.000 	 0.750 	 44.173 	 0.886 	 29.376
208.057 	 0.000 	 0.749 	 44.224 	 0.886 	 29.358
221.541 	 0.000 	 0.748 	 44.274 	 0.886 	 29.339
235.900 	 0.000 	 0.747 	 44.323 	 0.885 	 29.318
251.189 	 0.000 	 0.746 	 44.371 	 0.885 	 29.296
267.469 	 0.000 	 0.745 	 44.418 	 0.885 	 29.274
284.804 	 0.000 	 0.744 	 44.464 	 0.884 	 29.251
303.262 	 0.000 	 0.743 	 44.509 	 0.884 	 29.226
322.917 	 0.000 	 0.742 	 44.553 	 0.884 	 29.201
343.846 	 0.000 	 0.741 	 44.596 	 0.883 	 29.175
